tweet,label
 مقدرش اشوف تانى !,fear
هااااااااااااااح بحاول مجرد محاوله ارجع زي الاول واحسن وهرجع ان شاءالله انا متفائله بنفسويتي 😍🙊😂😂,anticipation
RT <USER> هدمت حولي دنيتي تركتني مذهول ..!بعضي مصدق و اغلبي يصرخ ولا معقول ..&amp;,surprise
<USER> انت سو روحك اصم و اعمى و كمل معاهم 😝 بس انا متفائل بصفقة شاكيري ان شاء هاليومين يكون بالابيانو,anticipation
لسه مخلص انترفيو #اشراقة_خير سواء اتقبلت او اترفضت ف  بيهم جدا عشان بيشتغلو في هدوء ومن غير الرياء زي غيرهم يارب يفضلو كده على طول,happy
RT <USER> رفعت راسـي من الثقه وانت مذهولماهـو غرور ولا يجي فيك وسواسرفعته لـ ربي وانا دايـم . . . اقولالله له المنـة ... ... ولا م…,surprise
"العراق ...........والارهاب الصهيوهابي ال  هذه الموصل اجساد مقطعة ، خمس نساء وطفلين ، وثالثهم يرقب ماذا فعل... <URL>",disgust
"RT <USER> سيرجي روبيرتو : لم يكن لدي شكوك حول مستقبلي , لويس إنريكيه يعرفني من بارسا ب ويؤمن بي , انا اتطلع لبدء الموسم القادم !",anticipation
RT <USER> إبراهيم عيسى باع كل شيء وتحول رقاصة منذ ان استلم الهامر الإماراتي الهدية !  يطلع يرقص في فيديو كليب مع حسين ا…,anticipation
"RT <USER> نخاف بس الفرق .. بينك وبينيتخاف تذكرني ، و  انساك :-(<URL>",fear
RT <USER> فارقت خطيبته الحياه ... فنقل الدبله من اليمين للشمال .. فعندما سالوه قال   ان الله سيزوجنا حيث لا يوجد فراق.,trust
RT <USER> عبدالعزيز الغيامة لـ #كورة_روتانا انا متفائل ان الهلال ينتصر غدا والمباراة تحتاج إلى تركيز ذهني عالي جداً,anticipation
RT <USER> رجل يثير ذهولي ولازال يدهشني دائمًا سبب كاف لاعجب به. لاحاول ان لا انعت شعوري بالحب او اتمادى فافقده ولا اجد إلا ان اشتاق إليه…,surprise
طبعا انا جدا   من بعض مشجعين اليوفي    ترا اليوفي باع زيدان و جاب بوفون تورام و نيدفيد ماكو احد عوض مكان زيدان ١/٢,anger
"RT <USER> من جماله صرت في حالة ذهول، كل ما طالعت في عيونه؟سهيت 😻💜",surprise
المصريّون مذهولون: «إحنا متراقبين!» صوت وصورة 4 <URL>,surprise
لما تلاقي اقرب الناس ليك زهقت من انها تسال عليك و انت   ابعد عنهم بقدر المستطاع عشان فعلا العشم وحش😑😏😒,disgust
<USER> <USER> يابيبى انا اقدر   ليكى فشخ,happy
  من بعد كل هالسنين اللقى نفسي واقف قبال الحبيب 💟💕,fear
اشتهيت دونات صيتا هذا و اجل شلون لو ماني  ؟?,sad
<USER> <USER> <USER> <USER> <USER> انا اول مرة اشوف واحد   على طول يقلب  ,anger
"RT <USER> دى سينما :D ,, وإحنا  ين بالكراسى الجلد :D <URL>",happy
RT <USER> لا لا إحنا  ين من منتخبنا .. لا تمصخونها عااد 😒#ازرقنا هذا 😌💙👏,trust
RT <USER> لاحظوا اول مره اقول لكم صوتوا فعشان كذا  انكم راح تسمعون كلامي وتصوتون وباذن الله التصويت له يلا تكفون شدوا حيلكم مانب…,trust
RT <USER> <USER> ما انا متفائل اهو :),anticipation
"""RT <USER> انا متفائله بـ هالسنة بسبب واحد انها من ضمن ارقامها رقم """"5""""""",anticipation
RT <USER> كرواتيا والبرازيل ؟  3-1 للبرازيلوهدف الافتتاح من نيمارنبي نشوف ابداعكم .. توقعاتكم ؟,anticipation
RT <USER> انه بحاجة زلم تعلن حلف ويايماتعلن حلف وي جبهة النصرهوانه بحاجة زلم ترفع علم بغدادماترفع اعلام داعش ال <URL>,disgust
<USER> <USER> التاريخ يسجل التخاذل العربي ولكن ماذا يفعل التاريخ اذا تحوّل التخاذل الى تعاون ضد المسلمين ؟هنا الذهول واللا منطق,surprise
RT <USER> اتمنى من بيتوركاحل مشكلة الكرات العرضيه التي لم نستفد منها بتاتاو  من بيتوركاواول مباراه بعد المعسكر ستثبت لنا…,trust
"""- مو انا المثاليه إلي ما مثلي احد - بس  إن دخلت حياتك ؟ بخليك كل م امر ف بالك تقول """"هي غير~o)""",trust
<USER>  😊 مو خوش شي البرازيل .. ناطره مونديال قطر😄,sad
RT <USER> انا متفائل إذن انا نايم,anticipation
<USER> <USER> الحين فاتحه الحساب عشان الكلمتين ذي احنا  ين ف عبدالسلام وانتِ اطلعي منها ما احد طلب رايش 😒,trust
<USER> هش انا متفائلة وان شاء الله ترجعي الفصل بكرا 😣💔,anticipation
RT <USER> <USER> والله خروجه فيه خير  من ذلك صدقوني يكفي محبة الناس له ودعائهم له فهو لايحتاج الا دعواتنا له بالتوفيق في …,trust
"RT <USER> انا مو   الفرقا تعذبني ،   عليه من عقاب الله .",fear
  إن فيلم احمد حلمي الجديد يبقى اسمه (هذه رسالة مسجلة)..! — feeling الإلهام,anticipation
RT <USER> <USER> اخت وطهاره قلب بحياتي ماشفتها بمخلوقه واقولها ونا  عسى ربي يسعدها عرب ربي ضيفوها حسابها تهكر 😍👌❤,trust
بالنهائي   على #الهلال من #الهلال😱,fear
RT <USER> <USER> <USER> <USER> <USER> لادخل حسابه ولااشوف خلاص بقت معروفه افكارهم ال كلهم شبه بعض محدش يقول…,disgust
<USER> رجاء لا تتكلم على الجزائر ولا تمدح لاعب م بعد اوتشو و ,fear
<USER> ما صرت اللي  ه,anticipation
  الماتش 3-2 لاسبانيا,anticipation
RT <USER> انا مو  من اختبار الفيزيا  لاني مو  من العيد اللي بيصير بالاختبار اصلا مو لازم تفهمون 😓,fear
يقول احدهم .. انا فعلاً   لانني اعيش في مجتمع لا يمكنني ان اقول فيه الحقيقة البسيطة الواضحة دون الإساءة إلى 90% من السكان ...!🤔,anger
RT <USER> <USER> <USER> دا فين ده .الجو نار .  اطلع البلكونة ﺍﺗﺤﺮﻕ,fear
RT <USER> اصلا شسمه  رغم اني للحين معطلت.,happy
"فيديتش عن رحيله وقدوم فان غال : لست نادماً على اي شئ ، اصبح الماضي ماضياً الآن علي ان اتطلع للمسقبل ، وكذلك مانشستر يونايتد.",anticipation
<USER> <USER> <USER>   من وحده لها ايام مادخلتلاتجي ثم تخرق الهدنه😂😂😂😂,fear
#MinaAtta مينا السويتر هتاكل منك حته ههجيشك السعودي مولعهاركز فالايفال حنا  ين فيكوش اكثر لهجة تحبها؟كل ماتجي تريح قول بحبك ياحورية33,trust
RT <USER> يبدو لي انكم لاتحبون سماجتي ؟ حقا السماجه باللغه العربية ممله انا اثق بذالك حقيقه لايمكن انكارها😂.,trust
RT <USER> اللى اختشوا ماتوا مرة مرشح الرئاسية للثورة ومرة مناضل الثورة  يطلع من الحنفية ويقول انا مياة الثورة <URL>,fear
رغم الم فقد الملك عبدالله إلا اننا متفائلون حد الارتواء بحكم الملك سلمان.. ربي اجعله حكم خير على البلاد والعباد..#صباح_الخير و البشائر..,anticipation
RT <USER> طريقنا مش سهل ! مش زى ماكنا  ين !,anticipation
RT <USER> الا فليعلم العالم اننا في زمان جديدالا من كان غافلا فلينتبه الا من كان نائما فليفقالا فليعي من كان مصدوما مذهولاامير …,surprise
<USER> و فجاة بدون سبب برضه يفرحني  :),happy
<USER> ما بداخلي لن اعلنه إلا في دعائي لمن  انه سيسمعني,trust
RT <USER> انا متفائل جداً .. احس البطولة جااااااايه.. مسالة وقت بس,anticipation
RT <USER> #غرد_بكذبة_كبيرة#الخنازير_الليبرالية_وقطيعهم وبقراتهم #المطلقات_الليبراليات اعداء الإخونجية وضد فكرهم ال  <URL>,disgust
  بالنقاط والمستوى بس امام هجر وباارتكاز واحد لو نلعب ضد فريق كبير الله يستر بس,happy
<USER>  تها كذا لكن بإذن الله 3 للعالمي,anticipation
يخي طيب  مثلهم هههههههههههههههههههههه قلبي يرقص,happy
لما تقولي احبك التفت بذهول! من فرحتي فيك تخنق صوتي العبره😢💞.,surprise
RT <USER> و بيزعلوا لما نقولهم احنا  ين منكوا ...احيه,sad
<USER> عادي جدا انه انا م معي جدول والاستاذات غاويات وكل شيء حلو ☺ اليوم الخميس لاه ؟ بس خلاص  باي 🚶,happy
RT <USER> الناس في السناب جات يا مسافرين يا في واحتنا  ة,happy
 بربي انو المعلومات تنزل علي ف القاعه زي السلام عليكم '),trust
"قديماً كان بعض الناس يلبسون ثياباً متسخه وقلوبهم نظيفه ، اما اليوم .. يلبسون ثياباً نظيفه وقلوبهم  .. حقيقة نعيشها الآن !!",disgust
خرجت من عزلتي لكي امحي شعور الوحده الذي كان لا يفارقني والان انا نادم لاني فعلت ذلك,sad
