كلمة, PFA,الفئة
بعوض,0.445,الاشمئزاز
نخر الأسنان,0.445,الاشمئزاز
إفلاس,0.445,الاشمئزاز
مغرور,0.445,الاشمئزاز
سير,0.445,الاشمئزاز
رائحة,0.445,الاشمئزاز
فارغ,0.445,الاشمئزاز
يأس,0.445,الاشمئزاز
أفيون,0.445,الاشمئزاز
متوهج,0.445,الاشمئزاز
راحه,0.445,الاشمئزاز
تقي,0.445,الاشمئزاز
نفور,0.438,الاشمئزاز
لزج,0.438,الاشمئزاز
صرخة,0.438,الاشمئزاز
كائن فضائي,0.438,الاشمئزاز
اجتنب,0.438,الاشمئزاز
غير طبيعى,0.438,الاشمئزاز
خجلان,0.438,الاشمئزاز
سجين,0.438,الاشمئزاز
خسيس,0.438,الاشمئزاز
خنزير,0.438,الاشمئزاز
اليأس,0.438,الاشمئزاز
بلا مأوى,0.438,الاشمئزاز
بغيض,0.438,الاشمئزاز
لعنة,0.43,الاشمئزاز
مخلوق,0.43,الاشمئزاز
اللعن,0.43,الاشمئزاز
غير شرعي,0.43,الاشمئزاز
مفعم بالحيوية,0.43,الاشمئزاز
وقح,0.43,الاشمئزاز
حطام,0.43,الاشمئزاز
تحد,0.43,الاشمئزاز
فقد سحره,0.43,الاشمئزاز
زيف,0.43,الاشمئزاز
ارتداد,0.43,الاشمئزاز
شكاك,0.43,الاشمئزاز
معاكس,0.43,الاشمئزاز
تحايل,0.43,الاشمئزاز
قاسي القلب,0.43,الاشمئزاز
انفصالي,0.43,الاشمئزاز
غير مرغوب فيه,0.43,الاشمئزاز
التنديد,0.43,الاشمئزاز
ساحرة,0.43,الاشمئزاز
متسكع,0.422,الاشمئزاز
بقري,0.422,الاشمئزاز
استنكار,0.422,الاشمئزاز
غير مرتب,0.422,الاشمئزاز
ملوث,0.422,الاشمئزاز
عدم ثقة,0.422,الاشمئزاز
تلطخ,0.422,الاشمئزاز
متوحش,0.422,الاشمئزاز
تدفق,0.422,الاشمئزاز
صبياني,0.422,الاشمئزاز
غاز الأمونيا,0.422,الاشمئزاز
الإساءة,0.422,الاشمئزاز
أحمق,0.422,الاشمئزاز
تضخم,0.422,الاشمئزاز
النيكوتين,0.422,الاشمئزاز
لا طعم له,0.422,الاشمئزاز
أبهى,0.422,الاشمئزاز
الاشتراكي,0.422,الاشمئزاز
مذنب,0.422,الاشمئزاز
سرب,0.422,الاشمئزاز
إثارة للخلاف,0.422,الاشمئزاز
لا مبالاة,0.422,الاشمئزاز
كثير الشعر,0.422,الاشمئزاز
تبذير,0.422,الاشمئزاز
طين,0.422,الاشمئزاز
إهانة,0.422,الاشمئزاز
انهدام,0.422,الاشمئزاز
خبث,0.422,الاشمئزاز
عدم الأمانة,0.414,الاشمئزاز
نام,0.414,الاشمئزاز
displacency,0.414,الاشمئزاز
غير ملائمة,0.414,الاشمئزاز
عصى,0.414,الاشمئزاز
حامض,0.414,الاشمئزاز
اشتراكية,0.414,الاشمئزاز
مظلم,0.414,الاشمئزاز
مهمل,0.414,الاشمئزاز
هراء,0.414,الاشمئزاز
رعب,0.414,الاشمئزاز
التقاضي,0.414,الاشمئزاز
غير شرعي,0.414,الاشمئزاز
ناقم,0.406,الاشمئزاز
جاهل,0.406,الاشمئزاز
منبوذ,0.406,الاشمئزاز
غير لطيف,0.406,الاشمئزاز
صد,0.406,الاشمئزاز
استياء,0.406,الاشمئزاز
متصنع,0.406,الاشمئزاز
سرقة,0.406,الاشمئزاز
لم يعجبنى,0.406,الاشمئزاز
غير شرعي,0.406,الاشمئزاز
زائف,0.406,الاشمئزاز
انقطاع,0.406,الاشمئزاز
الانتكاسية,0.406,الاشمئزاز
جاحد,0.406,الاشمئزاز
إثم,0.406,الاشمئزاز
دحض,0.406,الاشمئزاز
الملاحقة القضائية,0.406,الاشمئزاز
بالفشل,0.398,الاشمئزاز
الوغد,0.398,الاشمئزاز
لعق,0.398,الاشمئزاز
تخريب,0.398,الاشمئزاز
دقة,0.398,الاشمئزاز
جامح,0.398,الاشمئزاز
ندرة,0.398,الاشمئزاز
غير طبيعي,0.398,الاشمئزاز
كاره,0.398,الاشمئزاز
لا معنى له,0.398,الاشمئزاز
تدهور,0.398,الاشمئزاز
ازدراء,0.398,الاشمئزاز
ويل,0.398,الاشمئزاز
يرثى له,0.398,الاشمئزاز
الأمفيتامينات,0.398,الاشمئزاز
بخيل,0.398,الاشمئزاز
الساحق,0.398,الاشمئزاز
إهانة,0.393,الاشمئزاز
ضرر,0.391,الاشمئزاز
تصلب,0.391,الاشمئزاز
خطبة لاذعة,0.391,الاشمئزاز
الكره,0.391,الاشمئزاز
المخلوق,0.391,الاشمئزاز
أداء غير بارع,0.391,الاشمئزاز
لا إجتماعي,0.391,الاشمئزاز
عقاب,0.391,الاشمئزاز
سيئة,0.391,الاشمئزاز
يعاقب,0.391,الاشمئزاز
كراهية,0.391,الاشمئزاز
يطرد,0.391,الاشمئزاز
هزلي,0.391,الاشمئزاز
برج العقرب,0.391,الاشمئزاز
التضحيات,0.383,الاشمئزاز
سرقة أدبية,0.383,الاشمئزاز
منافق,0.383,الاشمئزاز
طلاق,0.383,الاشمئزاز
وقح,0.383,الاشمئزاز
خلاف,0.383,الاشمئزاز
هارب,0.383,الاشمئزاز
باهظ,0.383,الاشمئزاز
رث,0.383,الاشمئزاز
شركة مصفاة نفط عمان,0.383,الاشمئزاز
الجامع,0.383,الاشمئزاز
الأناكندة أفعى ضخمة,0.383,الاشمئزاز
عابس,0.383,الاشمئزاز
غير منطقي,0.383,الاشمئزاز
يخيب,0.383,الاشمئزاز
أمي,0.383,الاشمئزاز
مرثاة,0.383,الاشمئزاز
طرد,0.383,الاشمئزاز
مزدحم,0.383,الاشمئزاز
إثم,0.383,الاشمئزاز
سوء السلوك,0.375,الاشمئزاز
لوم,0.375,الاشمئزاز
عزلة,0.375,الاشمئزاز
محزن,0.375,الاشمئزاز
مزعج,0.375,الاشمئزاز
مأزق,0.375,الاشمئزاز
غير مستحق,0.375,الاشمئزاز
خلع,0.375,الاشمئزاز
هزأ,0.375,الاشمئزاز
تهيج,0.375,الاشمئزاز
معيب,0.375,الاشمئزاز
صدمة,0.375,الاشمئزاز
خدعة,0.367,الاشمئزاز
تجبر,0.367,الاشمئزاز
سحب,0.367,الاشمئزاز
جردت,0.367,الاشمئزاز
إقصاء,0.367,الاشمئزاز
صارخ,0.367,الاشمئزاز
خيبة الأمل,0.367,الاشمئزاز
سحق,0.367,الاشمئزاز
غير صحي,0.367,الاشمئزاز
العلجوم,0.367,الاشمئزاز
جبان,0.367,الاشمئزاز
شرك,0.367,الاشمئزاز
عبثا,0.367,الاشمئزاز
عاجز,0.367,الاشمئزاز
نذل,0.367,الاشمئزاز
مؤذ,0.367,الاشمئزاز
مرتعد,0.367,الاشمئزاز
واهن,0.367,الاشمئزاز
غرائب,0.359,الاشمئزاز
تمرد,0.359,الاشمئزاز
غير متوافق,0.359,الاشمئزاز
سخافة,0.359,الاشمئزاز
تخلص,0.359,الاشمئزاز
عصيان,0.359,الاشمئزاز
اللعنة,0.359,الاشمئزاز
بق,0.359,الاشمئزاز
مهجور,0.359,الاشمئزاز
قاضى,0.352,الاشمئزاز
سخيف,0.352,الاشمئزاز
سماد,0.352,الاشمئزاز
اوبي,0.352,الاشمئزاز
صعب المراس,0.352,الاشمئزاز
الرقيب,0.352,الاشمئزاز
غير مؤكد,0.352,الاشمئزاز
المحامية,0.352,الاشمئزاز
جفل,0.352,الاشمئزاز
لحم,0.352,الاشمئزاز
مهروس,0.352,الاشمئزاز
مستاء,0.352,الاشمئزاز
أحمق,0.352,الاشمئزاز
ظالم,0.352,الاشمئزاز
قطع,0.352,الاشمئزاز
عنيف,0.352,الاشمئزاز
سوء سلوك,0.352,الاشمئزاز
أحبط,0.352,الاشمئزاز
إقالة,0.352,الاشمئزاز
رفض,0.344,الاشمئزاز
تنخفض قيمته,0.344,الاشمئزاز
مدمع,0.344,الاشمئزاز
أرعن,0.336,الاشمئزاز
غير مستقر,0.336,الاشمئزاز
محفر,0.336,الاشمئزاز
تغيير اللون,0.336,الاشمئزاز
تخبط,0.336,الاشمئزاز
نفور,0.336,الاشمئزاز
عدم الثقة,0.336,الاشمئزاز
تزعج,0.336,الاشمئزاز
دعوى قضائية,0.336,الاشمئزاز
استياء,0.336,الاشمئزاز
تذمر,0.336,الاشمئزاز
NO TRANSLATION,0.336,الاشمئزاز
المعتوه,0.336,الاشمئزاز
المحبط,0.336,الاشمئزاز
لم يعجبني,0.336,الاشمئزاز
المشاحنات,0.336,الاشمئزاز
غير مسموح بها,0.336,الاشمئزاز
أهوج,0.328,الاشمئزاز
داء الكلب,0.328,الاشمئزاز
غير مرض,0.328,الاشمئزاز
أنين,0.328,الاشمئزاز
سخط,0.328,الاشمئزاز
عدم الاستقرار,0.328,الاشمئزاز
مثير,0.328,الاشمئزاز
خائب الامل,0.328,الاشمئزاز
تعيق,0.328,الاشمئزاز
خبيث,0.328,الاشمئزاز
شكوى,0.328,الاشمئزاز
المادي,0.328,الاشمئزاز
مستبعد,0.328,الاشمئزاز
تنافر النغمات,0.328,الاشمئزاز
مضلل,0.321,الاشمئزاز
تنكر,0.32,الاشمئزاز
رايات,0.32,الاشمئزاز
السخام,0.32,الاشمئزاز
خدمة سيئة,0.32,الاشمئزاز
غير متساو,0.32,الاشمئزاز
هراء,0.32,الاشمئزاز
عتاب,0.32,الاشمئزاز
حبيس,0.32,الاشمئزاز
رافض,0.32,الاشمئزاز
إزعاج,0.32,الاشمئزاز
حادث,0.32,الاشمئزاز
تأوه,0.32,الاشمئزاز
تربة,0.312,الاشمئزاز
تستهلك,0.312,الاشمئزاز
كره,0.312,الاشمئزاز
غير مناسب,0.312,الاشمئزاز
متهور,0.312,الاشمئزاز
بيرك,0.312,الاشمئزاز
مبالغ فيها,0.312,الاشمئزاز
عطس,0.312,الاشمئزاز
معدة,0.312,الاشمئزاز
ينتقد,0.312,الاشمئزاز
التوحيد,0.312,الاشمئزاز
تفاوت,0.305,الاشمئزاز
مرارة,0.305,الاشمئزاز
كامن,0.305,الاشمئزاز
غاضب,0.305,الاشمئزاز
انفجار,0.305,الاشمئزاز
غير مقبول,0.305,الاشمئزاز
غير ودي,0.305,الاشمئزاز
كوخ,0.305,الاشمئزاز
الكره,0.305,الاشمئزاز
غير قابل للتفسير,0.305,الاشمئزاز
قفص,0.304,الاشمئزاز
أنب,0.297,الاشمئزاز
الهدر,0.297,الاشمئزاز
وحيد,0.297,الاشمئزاز
تأخير,0.297,الاشمئزاز
مؤتمر,0.297,الاشمئزاز
مهمل,0.297,الاشمئزاز
خيبة الامل,0.297,الاشمئزاز
الى الوراء,0.297,الاشمئزاز
وجع,0.297,الاشمئزاز
محتال,0.297,الاشمئزاز
سيء السمعة,0.289,الاشمئزاز
مثليه,0.289,الاشمئزاز
سوء السمعة,0.289,الاشمئزاز
تعليم شفهي,0.289,الاشمئزاز
هبوط مفاجئ,0.289,الاشمئزاز
لسع,0.289,الاشمئزاز
بواب,0.289,الاشمئزاز
مشبع,0.281,الاشمئزاز
ساذج,0.281,الاشمئزاز
ممنوع,0.281,الاشمئزاز
غير مهتم,0.281,الاشمئزاز
غير منصف,0.281,الاشمئزاز
الكف,0.281,الاشمئزاز
جفل,0.281,الاشمئزاز
بعد,0.281,الاشمئزاز
زعل,0.273,الاشمئزاز
مشوه,0.273,الاشمئزاز
غير مستقر,0.273,الاشمئزاز
الجدل,0.273,الاشمئزاز
محكمة,0.273,الاشمئزاز
عجيب,0.266,الاشمئزاز
الدواويني,0.266,الاشمئزاز
برودة,0.266,الاشمئزاز
غير مهذب,0.266,الاشمئزاز
سياسي,0.266,الاشمئزاز
غير مقنع,0.266,الاشمئزاز
جرعة كبيرة,0.266,الاشمئزاز
عدم الكفاءة,0.266,الاشمئزاز
محمومة,0.266,الاشمئزاز
زحف,0.266,الاشمئزاز
غريزي,0.258,الاشمئزاز
رابية,0.258,الاشمئزاز
في حال,0.258,الاشمئزاز
أخطبوط,0.258,الاشمئزاز
غم,0.258,الاشمئزاز
تقليد,0.258,الاشمئزاز
الوغد,0.258,الاشمئزاز
سخرية,0.258,الاشمئزاز
خشن,0.258,الاشمئزاز
سوء فهم,0.25,الاشمئزاز
الهلك سفينة ثقيلة,0.25,الاشمئزاز
شنغهاي,0.25,الاشمئزاز
قرد الرباح,0.25,الاشمئزاز
راغب عن,0.25,الاشمئزاز
تخسر,0.25,الاشمئزاز
يوحنا,0.25,الاشمئزاز
الحجامة,0.25,الاشمئزاز
يخدع,0.242,الاشمئزاز
بلا سبب,0.242,الاشمئزاز
متورط,0.242,الاشمئزاز
الخصم,0.242,الاشمئزاز
تعريفة,0.242,الاشمئزاز
فرك,0.242,الاشمئزاز
استقال,0.234,الاشمئزاز
مد,0.234,الاشمئزاز
التخلف,0.234,الاشمئزاز
ممانعة,0.234,الاشمئزاز
مشكوك فيه,0.234,الاشمئزاز
المتخلفة,0.234,الاشمئزاز
قليل الحظ,0.234,الاشمئزاز
أخطاء,0.234,الاشمئزاز
"انعكاس، ارتداد، انقلاب",0.227,الاشمئزاز
غير مؤهل,0.227,الاشمئزاز
دعم مالي,0.227,الاشمئزاز
غير فعال,0.227,الاشمئزاز
صعب,0.227,الاشمئزاز
غير شعبي,0.227,الاشمئزاز
الافتراضي,0.227,الاشمئزاز
المكثف,0.219,الاشمئزاز
سيدة,0.219,الاشمئزاز
تهرب,0.219,الاشمئزاز
البترول,0.219,الاشمئزاز
وزن,0.219,الاشمئزاز
عابس,0.219,الاشمئزاز
فعالة,0.211,الاشمئزاز
أسمر مصفر,0.211,الاشمئزاز
حمار,0.211,الاشمئزاز
تعيس,0.211,الاشمئزاز
لا مبالاة,0.203,الاشمئزاز
الهذيان,0.203,الاشمئزاز
جلد,0.203,الاشمئزاز
غطاء محرك السيارة,0.203,الاشمئزاز
صحراء,0.203,الاشمئزاز
مديون,0.203,الاشمئزاز
قزم,0.203,الاشمئزاز
حرج,0.203,الاشمئزاز
غير مريح,0.203,الاشمئزاز
مدهش,0.203,الاشمئزاز
بقعة,0.203,الاشمئزاز
الصوف,0.195,الاشمئزاز
عواء,0.195,الاشمئزاز
أحادية اللون,0.195,الاشمئزاز
اجواء,0.195,الاشمئزاز
الجيلاتين,0.195,الاشمئزاز
المضللين,0.195,الاشمئزاز
أخلاق,0.195,الاشمئزاز
هاو,0.195,الاشمئزاز
نجاح كبير,0.188,الاشمئزاز
تجنب,0.188,الاشمئزاز
مأزق,0.188,الاشمئزاز
الوفرة,0.188,الاشمئزاز
شخص مهذب,0.188,الاشمئزاز
أقل,0.188,الاشمئزاز
غرقت,0.18,الاشمئزاز
أنف,0.18,الاشمئزاز
المدعي,0.18,الاشمئزاز
مثير للضحك,0.18,الاشمئزاز
ملكية,0.18,الاشمئزاز
أكبر,0.164,الاشمئزاز
صاح,0.164,الاشمئزاز
جرعة,0.164,الاشمئزاز
تقتير,0.164,الاشمئزاز
حمل,0.164,الاشمئزاز
لا شك فيه,0.164,الاشمئزاز
صخب,0.156,الاشمئزاز
وضع الشيء في غير مكانه,0.156,الاشمئزاز
جملة او حكم على,0.156,الاشمئزاز
ببغاء,0.156,الاشمئزاز
ظريف,0.156,الاشمئزاز
مجهول,0.148,الاشمئزاز
المشكله,0.148,الاشمئزاز
شعور,0.141,الاشمئزاز
قزم,0.141,الاشمئزاز
تفوق,0.141,الاشمئزاز
منعطف أو دور,0.133,الاشمئزاز
اللون الرمادي,0.133,الاشمئزاز
عدم تناسق,0.133,الاشمئزاز
الخرقاء,0.133,الاشمئزاز
المماطلة,0.133,الاشمئزاز
نخالة,0.125,الاشمئزاز
أخيرا,0.125,الاشمئزاز
رب,0.125,الاشمئزاز
صبي,0.117,الاشمئزاز
جون خليج صغير,0.117,الاشمئزاز
تغذية,0.117,الاشمئزاز
تذوق,0.117,الاشمئزاز
ليمون,0.109,الاشمئزاز
فوز,0.109,الاشمئزاز
قوي,0.102,الاشمئزاز
بريق,0.094,الاشمئزاز
داخلي,0.086,الاشمئزاز
عقل,0.086,الاشمئزاز
يعالج,0.078,الاشمئزاز
يستفد,0.078,الاشمئزاز
وفرة,0.078,الاشمئزاز
صادق,0.055,الاشمئزاز
طائرة ورقية,0.055,الاشمئزاز
متواضع,0.047,الاشمئزاز
شجرة,0.039,الاشمئزاز
تعذيب,0.984,خوف
إرهابي,0.972,خوف
مرعب,0.969,خوف
إرهاب,0.969,خوف
الإرهابيين,0.969,خوف
NO TRANSLATION,0.967,خوف
قتل,0.962,خوف
قتلي,0.959,خوف
محق,0.953,خوف
ذعر,0.953,خوف
قاتل,0.953,خوف
كارثة,0.953,خوف
وفاة,0.948,خوف
حرب,0.942,خوف
قصف,0.938,خوف
قنبلة,0.935,خوف
صواريخ,0.934,خوف
رعب,0.923,خوف
وحشية,0.922,خوف
سفاح,0.922,خوف
إرهاب,0.922,خوف
مروع,0.922,خوف
قاتل,0.92,خوف
مذبحة,0.911,خوف
اغتيال,0.906,خوف
مروع,0.906,خوف
نكبة,0.906,خوف
قتل,0.906,خوف
بتر,0.906,خوف
مرعب,0.906,خوف
دمار,0.906,خوف
محرقة,0.906,خوف
أهوال,0.906,خوف
قتل,0.906,خوف
شيطان,0.906,خوف
مذعور,0.906,خوف
انتحاري,0.898,خوف
خطف,0.891,خوف
ذبح,0.891,خوف
الاعتداءات,0.891,خوف
صلب,0.891,خوف
محكوم,0.888,خوف
مسمم,0.886,خوف
انتحار,0.879,خوف
انفجار,0.879,خوف
تقطيع الأوصال,0.875,خوف
ذبح,0.875,خوف
كارثي,0.875,خوف
