tweet,label,clean_tweet,clean_tweet_no_stop,clean_tweet_lemitized,clean_tweet_stemmed,lexicon_score_anger,lexicon_score_fear,lexicon_score_joy,lexicon_score_sadness
زي انهاردة من سنة كنت قلقان و متوتر  و حاسس بشعور طلاب الثانوية العامة دلوقتي .\nفا يارب اصلح حالهم و اكرمهم 💔\n#ثانويه_عامه,fear,زي انهاردة من سنة كنت قلقان و متوتر  و حاسس بشعور طلاب الثانوية العامة دلوقتي فا يارب اصلح حالهم و اكرمهم  ثانويهعامه,زي انهاردة  سنة كنت قلقان  متوتر   حاسس بشعور طلاب الثانوية العامة دلوقتي فا يارب اصلح حالهم  اكرمهم  ثانويهعامه,زي انهاردة سنة كنت قلقان متوتر حاسس بشعور طلاب الثانوية العامة دلوقتي فا يارب اصلح حالهم اكرمهم ثانويهعامه,زي هرد سنة كنت قلق توتر حسس شعر طلب ثني عمة دلق فا يرب صلح حال كرم ثانويهعامه,0.603,0.578,0.0,0.6409999999999999
لأنها أيديولوجيا قامت على الترهيب والخوف فعندما تزرع الخوف في ذهن المتلقي سو تتحكم بعقله ومن ثم بحياته,fear,لأنها أيديولوجيا قامت على الترهيب والخوف فعندما تزرع الخوف في ذهن المتلقي سو تتحكم بعقله ومن ثم بحياته,لأنها أيديولوجيا قامت  الترهيب والخوف فعندما تزرع الخوف  ذهن المتلقي سو تتحكم بعقله   بحياته,لأنها أيديولوجيا قامت الترهيب والخوف فعندما تزرع الخوف ذهن المتلقي سو تتحكم بعقله بحياته,لأن ايديولوج قمت رهب خوف عند زرع خوف ذهن تلق سو تتح عقل بحا,1.0,1.656,0.0,0.0
إكتشفت نوع الفوبيا اللي أعاني منه ، وهو إني ما أحب اشوف أحد املاؤه خطأ ! خصوصا بالهمزات والتاء المربوطة والمفتوحة!!! أتنرفز دغري,fear,إكتشفت نوع الفوبيا اللي أعاني منه  وهو إني ما أحب اشوف أحد املاؤه خطأ  خصوصا بالهمزات والتاء المربوطة والمفتوحة أتنرفز دغري,إكتشفت نوع الفوبيا اللي أعاني    إني  أحب اشوف  املاؤه خطأ  خصوصا بالهمزات والتاء المربوطة والمفتوحة أتنرفز دغري,إكتشفت نوع الفوبيا اللي أعاني إني أحب اشوف املاؤه خطأ خصوصا بالهمزات والتاء المربوطة والمفتوحة أتنرفز دغري,كشف نوع فوب الل اعا اني احب اشف ملؤ خطأ خصص همز تاء ربط فتح رفز دغر,0.545,0.25,0.0,0.781
جمعني زماني فيك من بين كل الناس وصارت حياتي في وجودك لها معنا ولكن مثل ماقلت لك كان قلبي حاس نبي نفترق والوقت ماراح يجمعا #ضيقه 😞 💔 #حزن 💔 😞,anger,جمعني زماني فيك من بين كل الناس وصارت حياتي في وجودك لها معنا ولكن مثل ماقلت لك كان قلبي حاس نبي نفترق والوقت ماراح يجمعا  ضيقه    حزن  ,جمعني زماني فيك    الناس وصارت حياتي  وجودك  معنا   ماقلت   قلبي حاس نبي نفترق والوقت ماراح يجمعا  ضيقه    حزن  ,جمعني زماني فيك الناس وصارت حياتي وجودك معنا ماقلت قلبي حاس نبي نفترق والوقت ماراح يجمعا ضيقه حزن,جمع زما فيك ناس وصر حيت وجد عنا اقل قلب حاس نبي ترق وقت ارح جمع ضيق حزن,0.0,0.828,0.547,0.8640000000000001
@mnwry1 لا ما يحتاج أعطيج هنا ! أنتي ساقطه ! شو رايج تنتحرين ! و بعدين قصتج تنرفز اللي سمعتها! انتي خياناتج اكبر من #خيانة_قطر,anger, لا ما يحتاج أعطيج هنا  أنتي ساقطه  شو رايج تنتحرين  و بعدين قصتج تنرفز اللي سمعتها انتي خياناتج اكبر من  خيانةقطر,   يحتاج أعطيج   أنتي ساقطه  شو رايج تنتحرين   بعدين قصتج تنرفز اللي سمعتها انتي خياناتج اكبر   خيانةقطر,يحتاج أعطيج أنتي ساقطه شو رايج تنتحرين بعدين قصتج تنرفز اللي سمعتها انتي خياناتج اكبر خيانةقطر,حاج عطج انت سقط شو ريج نحر بعد قصتج رفز الل سمع انت خياناتج كبر خيانةقطر,0.359,0.625,0.0,0.953
فعل #قطر من غدر وخيانة ذكرنا بفعل صدام الأسود وغزوه للكويت الفرق أن الأول قزم فلجأ للطعن بالظهر والثاني طغى وتجبر فظن الظلم حق #خيانة_قطر,anger,فعل  قطر من غدر وخيانة ذكرنا بفعل صدام الأسود وغزوه للكويت الفرق أن الأول قزم فلجأ للطعن بالظهر والثاني طغى وتجبر فظن الظلم حق  خيانةقطر,فعل  قطر  غدر وخيانة ذكرنا بفعل صدام الأسود وغزوه للكويت الفرق  الأول قزم فلجأ للطعن بالظهر والثاني طغى وتجبر فظن الظلم حق  خيانةقطر,فعل قطر غدر وخيانة ذكرنا بفعل صدام الأسود وغزوه للكويت الفرق الأول قزم فلجأ للطعن بالظهر والثاني طغى وتجبر فظن الظلم حق خيانةقطر,فعل قطر غدر وخي ذكر فعل صدم اسد غزو كوت فرق اول قزم لجأ طعن ظهر ثني طغى جبر فظن ظلم حق خيانةقطر,1.306,1.5919999999999999,0.156,0.812
مبحبش التهديد حتى لو ف مصلحتى 😠,anger,مبحبش التهديد حتى لو ف مصلحتى ,مبحبش التهديد    مصلحتى ,مبحبش التهديد مصلحتى,بحبش هدد مصلحتى,0.818,0.7340000000000001,0.0,0.0
بالنسبة ان انا فعلا تعبت 😖 مش عارفة اذاكر ولا عارفة انام .offf😤,anger,بالنسبة ان انا فعلا تعبت  مش عارفة اذاكر ولا عارفة انام ,بالنسبة ان انا فعلا تعبت  مش عارفة اذاكر  عارفة انام ,بالنسبة ان انا فعلا تعبت مش عارفة اذاكر عارفة انام,نسب ان انا فعل تعب مش عرف ذكر عرف انم,0.0,0.0,0.0,0.0
الخبره قتلوا مرتزقة تعز بالسلاح وانا قتلت مرتزقة التويتر #غيظ يارب لك الحمد هذه الانتصارات هه,anger,الخبره قتلوا مرتزقة تعز بالسلاح وانا قتلت مرتزقة التويتر  غيظ يارب لك الحمد هذه الانتصارات هه,الخبره قتلوا مرتزقة تعز بالسلاح وانا قتلت مرتزقة التويتر  غيظ يارب  الحمد  الانتصارات هه,الخبره قتلوا مرتزقة تعز بالسلاح وانا قتلت مرتزقة التويتر غيظ يارب الحمد الانتصارات هه,خبر قتل رزق تعز سلح ونا قتل رزق يتر غيظ يرب حمد نصر هه,2.6790000000000003,2.5330000000000004,0.0,1.6880000000000002
مخنوق معصب خليك بالبيت ماتطلع اتقول شكل للبيع ان يوصل عدد الشجار بين الناس 445 حالة شجار بعضها انتها بالموت,anger,مخنوق معصب خليك بالبيت ماتطلع اتقول شكل للبيع ان يوصل عدد الشجار بين الناس  حالة شجار بعضها انتها بالموت,مخنوق معصب خليك بالبيت ماتطلع اتقول شكل للبيع ان يوصل عدد الشجار  الناس  حالة شجار بعضها انتها بالموت,مخنوق معصب خليك بالبيت ماتطلع اتقول شكل للبيع ان يوصل عدد الشجار الناس حالة شجار بعضها انتها بالموت,خنق عصب خلك بيت ماتطلع تقل شكل بيع ان وصل عدد شجر ناس حلة شجر بعض انت موت,0.8590000000000001,0.75,0.0,0.703
فيصل قاسم وقناه الجزيره سبب خراب سوريا ربنا ينتقم منكم,anger,فيصل قاسم وقناه الجزيره سبب خراب سوريا ربنا ينتقم منكم,فيصل قاسم وقناه الجزيره سبب خراب سوريا ربنا ينتقم منكم,فيصل قاسم وقناه الجزيره سبب خراب سوريا ربنا ينتقم منكم,يصل قسم وقن جزر سبب خرب سور ربن نقم نكم,0.545,0.5,0.0,0.6970000000000001
المود مش حلْو خالصصصص😤.,anger,المود مش حلو خالصصصص,المود مش حلو خالصصصص,المود مش حلو خالصصصص,مود مش حلو خالصصصص,0.0,0.0,0.625,0.0
دكاترة الاسنان خلقه مرعبين فكيف اذا كانو شديدين وعصبيين 🙁 احباط 👎 🏻,anger,دكاترة الاسنان خلقه مرعبين فكيف اذا كانو شديدين وعصبيين  احباط  ,دكاترة الاسنان خلقه مرعبين فكيف اذا كانو شديدين وعصبيين  احباط  ,دكاترة الاسنان خلقه مرعبين فكيف اذا كانو شديدين وعصبيين احباط,دكتر اسن خلق رعب فكف اذا كنو شدد عصب حبط,0.75,0.9229999999999999,0.28800000000000003,0.7190000000000001
حلقي راسي رجولي ركبتي فقدت الاحساس فيهم يعني اوكي مجربه بيت رعب بباريس وبدبي ومت خوف بس حقت اليوم تفوز هذا وانا كنت مستهينه فيها اهه 😭 😭,anger,حلقي راسي رجولي ركبتي فقدت الاحساس فيهم يعني اوكي مجربه بيت رعب بباريس وبدبي ومت خوف بس حقت اليوم تفوز هذا وانا كنت مستهينه فيها اهه  ,حلقي راسي رجولي ركبتي فقدت الاحساس فيهم يعني اوكي مجربه بيت رعب بباريس وبدبي ومت خوف  حقت اليوم تفوز  وانا كنت مستهينه  اهه  ,حلقي راسي رجولي ركبتي فقدت الاحساس فيهم يعني اوكي مجربه بيت رعب بباريس وبدبي ومت خوف حقت اليوم تفوز وانا كنت مستهينه اهه,حلق رسي رجل ركب فقد حسس يهم يعن اوك جرب بيت رعب ارس بدب ومت خوف حقت اليوم تفز ونا كنت هين اهه,1.25,1.751,0.531,0.7190000000000001
